CodeStateID,Code
594de066062f08116dbe6753d8d2af04fa1badff,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 1; i <= nums.length;i++)
    {
        if (nums[i] == nums[nums.length - i])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
1c028820c70a4d3542f0d45586eb6d366ae4846f,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 1; i <= n;i++)
    {
        if (nums[i] == nums[nums.length - i])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
d42c506227c207f84b1d08e321a62c0f1276191d,"public boolean sameEnds(int[] nums, int n)
{
    int start = 0;
    int end = nums.length - len;
    for (; len > 0; len--)
    {
        if (nums[start] != nums[end])
            return false;
        else
        {
            start++;
            end++;
        }
    }
    return true;
}
"
24b2f65eb340074556adbab0a3806ff19c3eb30a,"public boolean sameEnds(int[] nums, int n)
{
    int start = 0;
    int end = nums.length - n;
    for (; n > 0; n--)
    {
        if (nums[start] != nums[end])
            return false;
        else
        {
            start++;
            end++;
        }
    }
    return true;
}
"
f91710b8a090f297b483b85c196271d31eacd87b,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = n; i > 0 n;i--)
    {
        if (nums[i] == nums[nums.length - i + 1])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
e66af3fd10029e3b0eddec751863c4988c7a3b9a,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = n; i > 0 n;i--)
    {
        if (nums[i] == nums[nums.length - i + 1])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
08e4dd006b6e382802e3647f597e896279832bde,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = n; i > 0 ;i--)
    {
        if (nums[i] == nums[nums.length - i + 1])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
4087c90e01bdc3ebad63f3f26517c77da21f026b,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = n; i > 0 ;i--)
    {
        if (nums[i] == nums[nums.length - i ])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
2426cde389d8e62d4724460ae3cfd5893a95905e,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
    {
        if (nums[i] == nums[nums.length - n + 1 ])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
5be94b5033fce6f8286f2752761bf19dbce92963,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
    {
        if (nums[i] == nums[nums.length - n ])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
1466c8cfa6cfb01cec689e11cd6cbcac20589325,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
        for (int j = n; j > 0; j--)
    	{
        	if (nums[i] == nums[nums.length - n])
        	{
            	num = num + 1;
        	}    
    	}
    	if (num == n)
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
}
"
c80a927b4021ef42b6d40ae5d56af60a21e00851,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
        for (int j = n; j > 0; j--)
    	{
        	if (nums[i] == nums[nums.length - j])
        	{
            	num = num + 1;
        	}    
    	}
    	if (num == n)
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
}
"
50fa349a426a7c1d955369d8df01b971478d7968,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
        for (int j = n; j >= 0; j--)
    	{
        	if (nums[i] == nums[nums.length - j])
        	{
            	num = num + 1;
        	}    
    	}
    	if (num == n)
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
}
"
bf633f9c03e85086c5e54f06baa42a5e1749a527,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
        for (int j = n; j > 0; j--)
    	{
        	if (nums[i] == nums[nums.length - j])
        	{
            	num = num + 1;
        	}    
    	}
    	if (num == n)
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
}
"
608ec5a3d8de006b1707643ef4b1bf03d27d2bd0,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 1; i <= n ;i++)
        for (int j = n; j > 0; j--)
    	{
        	if (nums[i] == nums[nums.length - j])
        	{
            	num = num + 1;
        	}    
    	}
    	if (num == n)
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
}
"
f3a459646cb92f17edec9da2f4b0be09fc6af9ae,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
        for (int j = n; j > 0; j--)
    	{
        	if (nums[i] == nums[nums.length - j])
        	{
            	num = num + 1;
        	}    
    	}
    	if (num == n)
    	{
        	return true;
    	}
    	else
    	{
        	return false;
    	}
}
"
a7dd935e36c8ef79ef371ae663b6dac9760398db,"public boolean sameEnds(int[] nums, int n)
{
    int num = 0;
    for (int i = 0; i < n ;i++)
    {
        if (nums[i] == nums[nums.length - n])
        {
            num = num + 1;
        }    
    }
    if (num == n)
    {
        return true;
    }
    else
    {
        return false;
    }
}
"
c19db1ec8af17920536bff4214aafa1297ad5112,"public boolean sameEnds(int[] nums, int n)
{
    int start = 0;
	int end = nums.length - n;
    
	for(; n > 0; n--)
	{
		if(nums[start] != nums[end])
			return false;
		else
		{
			start++;
			end++;
		}
	}
	return true;
}
"
399f5bd723d4bafe42eabe2351acebd7b5f14371,"public boolean sameEnds(int[] nums, int n)
{
    int front = 0;
    int end = nums.length - n;
    Boolean same = true;
    for (int i = 0; i < n; i++)
    {
        if (nums(front) != nums(end))
        {
            Boolean same = false;
        }
    }
    return same;
}
"
fa7eaede37e3676ba5927f3a1da27e14ef4f7147,"public boolean sameEnds(int[] nums, int n)
{
    int front = 0;
    int end = nums.length - n;
    Boolean same = true;
    for (int i = 0; i < n; i++)
    {
        if (nums[front] != nums[end])
        {
            Boolean same = false;
        }
    }
    return same;
}
"
2f79eabbe3aef2bdb645147b371694430065bfe3,"public boolean sameEnds(int[] nums, int n)
{
    int front = 0;
    int end = nums.length - n;
    Boolean same = true;
    for (int i = 0; i < n; i++)
    {
        if (nums[front] != nums[end])
        {
        	same = false;
        }
    }
    return same;
}
"
9ee554d374198e0c52f64c9598d81e19a6367838,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i]
    }
    if (n1 == n2)
    {
        same = true;
    }
    return same;
}
"
d10a4f8dba8b8dcebc8ce35bc5621bc6fa07087a,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    if (n1 == n2)
    {
        same = true;
    }
    return same;
}
"
db77f36e4ba868d99058466f8927a18a28106414,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (n1 != n2)
    {
        same = false;
    }
    return same;
}
"
3599ba1d0bc7a82e16ee71a74b2f49f29c3158c1,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (n1 != n2)
    {
        same = true;
    }
    return same;
}
"
8635bc10a4ebba33bd0ea176f3fd6662228c3f94,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (n1 == n2)
    {
        same = true;
    }
    return same;
}
"
0349c326dc93d362c51b184fb3160ec1255d4098,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (n1.equals(n2))
    {
        same = true;
    }
    return same;
}
"
990516acbe4ad01e1d357cc145b3257af8c184ea,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[0,1];
    int[] n2 = new int[0,1];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (n1.equals(n2))
    {
        same = true;
    }
    return same;
}
"
939204e00dc9cc2704cfb6221151a3a90cdfb64e,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = false;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (n1.equals(n2))
    {
        same = true;
    }
    return same;
}
"
dff70c309700a4fbad1dfe1f8533df5891a37cd2,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
    }
    
    if (!n1.equals(n2))
    {
        same = false;
    }
    return same;
}
"
9b060c72f42e0fc83c493e40d5b62372de1d7200,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (!n1.equals(n2))
    {
        same = false;
    }
    return same;
}
"
cafa886e9ccad0976499baf7ae7c61c845c8dbe2,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (n1 != n2)
    {
        same = false;
    }
    return same;
}
"
5c8192e003a8895c8a663f2ce0b0198b277957d6,"public boolean sameEnds(int[] nums, int n)
{
    for(int i = 0; i < len; i++) {
        if(nums[i] != nums[nums.length - len + i])
            return false;
    }
                
return true;
}
"
0d60ffa79ca288d17b963337839ee0be7787dcc0,"public boolean sameEnds(int[] nums, int n)
{
    for(int i = 0; i < n; i++) {
        if(nums[i] != nums[nums.length - n + i])
            return false;
    }
                
return true;
}
"
b66862c4c718e4223f1a408b90bd2ccde403c0fe,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (!Arrays.equals(n1, n2))
    {
        same = false;
    }
    return same;
}
"
6ff338e0b9b038aa4a0115d696baed081d15ff41,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (!Array.equals(n1, n2))
    {
        same = false;
    }
    return same;
}
"
4b0d3c283292a02a142304951a40701f7c8c75ae,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (!Arrays.equals(n1, n2))
    {
        same = false;
    }
    return same;
}
"
d5bb3177d7895b0b6c879536ac075e44a1c788db,"import java.util.Arrays;

public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (!Arrays.equals(n1, n2))
    {
        same = false;
    }
    return same;
}
"
2230abe98c9611bf3fcb48b51c9b753a9a2bd331,"public boolean sameEnds(int[] nums, int n)
{
    int start = 0;
	int end = nums.length - n;
    
	for(; n > 0; n--)
	{
		if(nums[start] != nums[end])
			return false;
		else
		{
			start++;
			end++;
		}
	}
	return true;
}
"
515e4dd3b558e183ba1d682ef18b3e460d1483e5,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
    }
    
    if (Arrays.equals(n1, n2))
    {
        same = false;
    }
    return same;
}
"
9e9a307cc9dd2ec4f94db8dc2f5153f79eefdf21,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
        if (n1[i] != n2[i])
        {
            same = false
            break;
        }
    }
    return same;
}
"
c57249e9f61cb71248838b6151b7417ebd5f0be9,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[i];
        if (n1[i] != n2[i])
        {
            same = false;
            break;
        }
    }
    return same;
}
"
f607bd145b87006a065c924434ec230ce6743db2,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] n1 = new int[n];
    int[] n2 = new int[n];
    for (int i = 0; i < n; i++)
    {
        n1[i] = nums[i];
        n2[i] = nums[nums.length - n + i];
        if (n1[i] != n2[i])
        {
            same = false;
            break;
        }
    }
    return same;
}
"
2486894f0601efa4007d1c0b5257d74cc71dbbd2,"public boolean sameEnds(int[] nums, int n)
{
    boolean bool = true;
    int range = len;
    for (int i =0; i <range;i++)
    {
    	if (!(nums[i] == nums[nums.length - range + i]))
        {
        	bool = false;
        }
    }
    return bool;
}
"
d62b1c5011bb905a51d7406e030ea697e6390794,"public boolean sameEnds(int[] nums, int n)
{
    boolean bool = true;
    int range = nums.length;
    for (int i =0; i <range;i++)
    {
    	if (!(nums[i] == nums[nums.length - range + i]))
        {
        	bool = false;
        }
    }
    return bool;
}
"
eb3ed0a2513fd9d54091d45431eb29f55b0a1d29,"public boolean sameEnds(int[] nums, int n)
{
    int[] first = new int[n];
    int[] last = new int[n];
    boolean same = false;
    for (int i = 0; i < n; i++)
    {
        first[i] = nums[i];
    }
    for (int k = nums.length - n; k < nums.length; i++)
    {
        last[k] = nums[k];
    }
    if(last == first)
    {
        same = true;
    }
    return same;
}
"
d4ba0e0234856328521ad03655b74fa87be79306,"public boolean sameEnds(int[] nums, int n)
{
    int[] first = new int[n];
    int[] last = new int[n];
    boolean same = false;
    for (int i = 0; i < n; i++)
    {
        first[i] = nums[i];
    }
    for (int k = nums.length - n; k < nums.length; k++)
    {
        last[k] = nums[k];
    }
    if(last == first)
    {
        same = true;
    }
    return same;
}
"
839733010b96f4de5f2a9d9c80740c27e7d76f28,"public boolean sameEnds(int[] nums, int n)
{
    int[] first = new int[n];
    int[] last = new int[n];
    boolean same = true;
    for (int i = 0; i < n; i++)
    {
        first[i] = nums[i];
    }
    for (int k = nums.length - n; k < nums.length; k++)
    {
        last[k] = nums[k];
    }
    if(last != first)
    {
        same = false;
    }
    return same;
}
"
ae28781a7bd4b9bd4b4324d3b3de85cb7647b215,"public boolean sameEnds(int[] nums, int n)
{
    int[] first = new int[n];
    int[] last = new int[n];
    boolean same = true;
    for (int i = 0; i < n; i++)
    {
        first[i] = nums[i];
    }
    for (int k = nums.length - n; k < nums.length; k++)
    {
        last[k] = nums[k];
    }
    if(last != first)
    {
        same = false;
    }
    return same;
}
"
0006d11a860da11fc3aa5a01020bdcae96c7ac4a,"public boolean sameEnds(int[] nums, int n)
{
	int start = 0;
	int end = nums.length-n;
	for(; n > 0; n--)
	{
		if(nums[start] != nums[end])
			return false;
		else
		{
			start++;
			end++;
		}
	}
	return true;
}
"
cca2d3c79f6f52fb7bb60a284c672b817efd40a5,"public boolean sameEnds(int[] nums, int n)
{

    boolean same = true;
    for (int i = 0; i < n; i++)
    {
        if (nums[nums.length - n + i] != nums[i])
        {
            same = false;
        }
    }
    return same;
}
"
b015d3adfb44fd748c556df0382d38f1b188980c,"public boolean sameEnds(int[] nums, int n)
{
    int begin = 0;
    int end = nums.length - 1;
    for (; n > 0; n --)
    {
     	if(nums[begin] != num[end])
        {
         	return false;   
        }
        else
        {
         	begin++;
            end++;
        }
    }
    return true;
}
"
591c871a8fd0b0ac7a64189f7be5246a6a5abe04,"public boolean sameEnds(int[] nums, int n)
{
    int begin = 0;
    int end = nums.length - 1;
    for (; n > 0; n --)
    {
     	if(nums[begin] != nums[end])
        {
         	return false;   
        }
        else
        {
         	begin++;
            end++;
        }
    }
    return true;
}
"
43ddc9b28f0ed65636d9420cbf406e3c1297e5d9,"public boolean sameEnds(int[] nums, int n)
{
    int begin = 0;
    int end = nums.length - n;
    for (; n > 0; n --)
    {
     	if(nums[begin] != nums[end])
        {
         	return false;   
        }
        else
        {
         	begin++;
            end++;
        }
    }
    return true;
}
"
5f1730b0f3c92d722b68d6fcaaf443ffa01966eb,"public boolean sameEnds(int[] nums, int n)
{
    int[] num1 = new int[n];
    int[] num2 = new int[n];
    for(int i = 0; i < n; i++)
    {
        num1[i] = nums[i]
    }
    for(int j = nums.length - 1; j > nums.length - n; j--)
    {
        int i = 0;
        num2[i] = nums[j];
        i++;
    }
    return (num1 == num2);
    
}
"
a9b94bf8e3e4ba146940a125e2c79eacb06de374,"public boolean sameEnds(int[] nums, int n)
{
    int[] num1 = new int[n];
    int[] num2 = new int[n];
    for(int i = 0; i < n; i++)
    {
        num1[i] = nums[i];
    }
    for(int j = nums.length - 1; j > nums.length - n; j--)
    {
        int i = 0;
        num2[i] = nums[j];
        i++;
    }
    return (num1 == num2);
    
}
"
fcc2bc1a4c10ddf29c8596ea424253e25d92805d,"public boolean sameEnds(int[] nums, int n)
{
    int[] num1 = new int[n];
    int[] num2 = new int[n];
    for(int i = 0; i < n; i++)
    {
        num1[i] = nums[i];
    }
    for(int j = nums.length - 1; j > nums.length - n; j--)
    {
        int i = 1;
        num2[n-i] = nums[j];
        i++;
    }
    return (num1 == num2);    
}
"
0302545af5b82c0fa2bab9a1828ed570d73e715e,"public boolean sameEnds(int[] nums, int n)
{
return true;   
}
"
808359966ef56ed3a9b8c1b671dcf602d9e6dcf7,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] first = new int[n];
    int[] last = new int[n];
    for (int i = 0; i < n; i++ ) {
        first[i] = nums[i];
    }
    for (int i = nums.length - n; i < nums.length; i++) {
        last[i] = nums[i];
    }
    for (int i = 0; i < first.length; i++) {
        if (first[i] != last[i]) {
            same = false;
        }
    }
    return same;
}
"
c779f6e169af4482ca6af3ed1bcbd3f3a9c29e3c,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] first = new int[n];
    int[] last = new int[n];
    for (int i = 0; i < n - 1; i++ ) {
        first[i] = nums[i];
    }
    for (int i = nums.length - n; i < nums.length; i++) {
        last[i] = nums[i];
    }
    for (int i = 0; i < first.length; i++) {
        if (first[i] != last[i]) {
            same = false;
        }
    }
    return same;
}
"
4cb386dcffa8c6b2be37d6f39dfdaff5fae85f13,"public boolean sameEnds(int[] nums, int n)
{
    boolean same = true;
    int[] first = new int[n];
    int[] last = new int[n];
    for (int i = 0; i < n; i++ ) {
        first[i] = nums[i];
    }
    for (int i = nums.length - n; i < nums.length; i++) {
        last[i] = nums[i];
    }
    for (int i = 0; i < first.length; i++) {
        if (first[i] != last[i]) {
            same = false;
        }
    }
    return same;
}
"
a785ed7904d6acbc2fa8884a7f9347a5e5042eba,"public boolean sameEnds(int[] nums, int n)
{
    return true;
}
"
12ae0f54c3595d6f942847ff20815b8e89ce67b5,"public boolean sameEnds(int[] nums, int n)
{
    int start = 0;
	int end = nums.length-len;
	for(int i = 0; i < len; i++)
	{
		if(nums[start] != nums[end])
        {
			return false;
        }
		else
		{
			start++;
			end++;
		}
	}
	return true;
}
"
617d3f05c2e6966eb4c8f4babcb7b853b1457cdf,"public boolean sameEnds(int[] nums, int n)
{
    boolean sameEnds = false;
    if (n == 0)
    {
        sameEnds = true;
    }
    else if (n == 1)
    {
        if (nums.length == 1 || (nums[0] == nums[nums.length - 1]))
        {
            sameEnds = true;
        }
    }
    else
    {
        for (int i = 0; i < n; i++)
        {
            if (nums[n] == nums[nums.length -1 - n])
            {
                sameEnds = true;
            }
            else
            {
                sameEnds = false;
                break;
            }
        }
    }
    return sameEnds;
}
"
782fde374f01462760308c827131a50d76b4e2fe,"public boolean sameEnds(int[] nums, int n)
{
    int start = 0;
	int end = nums.length-n;
	for(int i = 0; i < n; i++)
	{
		if(nums[start] != nums[end])
        {
			return false;
        }
		else
		{
			start++;
			end++;
		}
	}
	return true;
}
"
7fc9ae2e2f71f1f16dfaf9ba7bb7f6fbbcd61c64,"public boolean sameEnds(int[] nums, int n)
{
    boolean sameEnds = false;
    if (n == 0)
    {
        sameEnds = true;
    }
    else
    {
        for (int i = 0; i < n; i++)
        {
            if (nums[n] == nums[nums.length - 1 - n])
            {
                sameEnds = true;
            }
            else
            {
                sameEnds = false;
                break;
            }
        }
    }
    return sameEnds;
}
"
c3aa99c9b098083b990932ba396bcf4a6ce8214f,"public boolean sameEnds(int[] nums, int n)
{
    boolean sameEnds = false;
    if (n == 0)
    {
        sameEnds = true;
    }
    else
    {
        for (int i = 0; i =< n; i++)
        {
            if (nums[n] == nums[nums.length - 1 - n])
            {
                sameEnds = true;
            }
            else
            {
                sameEnds = false;
                break;
            }
        }
    }
    return sameEnds;
}
"
7e04d85598c8df26c1fd6b7f5acf19d1421d3353,"public boolean sameEnds(int[] nums, int n)
{
    boolean sameEnds = false;
    if (n == 0)
    {
        sameEnds = true;
    }
    else
    {
        for (int i = 0; i <= n; i++)
        {
            if (nums[n] == nums[nums.length - 1 - n])
            {
                sameEnds = true;
            }
            else
            {
                sameEnds = false;
                break;
            }
        }
    }
    return sameEnds;
}
"
db65222d52e6407980c7324e8c54c9898f4c7e8b,"public boolean sameEnds(int[] nums, int n)
{
    boolean sameEnds = false;
    if (n == 0)
    {
        sameEnds = true;
    }
    else
    {
        for (int i = 0; i <= n; i++)
        {
            if (nums[i] == nums[nums.length - 1 - i])
            {
                sameEnds = true;
            }
            else
            {
                sameEnds = false;
                break;
            }
        }
    }
    return sameEnds;
}
"
9bd98495fc787be3fb61ffa95500846016be9a40,"public boolean sameEnds(int[] nums, int n)
{
      for(int i = 0; i < n; i++) {
        if(nums[i] != nums[nums.length - n + i])
            return false;
    }
                
    return true;
}
"
